Genişletilmiş Sentetik Gönüllü ve Eğitim Veri Seti;;;;;;;
;;;;;;;
Başlık;Açıklama;;;;;;
Veri Niteliği;Tüm kişi, hesap, eğitim, sertifika, katılım ve sınav bilgileri tamamen sentetiktir.;;;;;;
Eğitim Türleri;Afet Farkındalık, Depremde Arama ve Kurtarma, Enkazda Arama ve Kurtarma Temel, Navigasyon, Kampçılık, Haberleşme ve Yangın Farkındalık.;;;;;;
Tarih Biçimi;"Tarih alanları gg.aa.yyyy; tarih-saat alanları gg.aa.yyyy ss:dd biçiminde gösterilir.";;;;;;
İlişkiler;Gönüllü ID, Eğitmen ID, Merkez Sorumlu ID, Eğitim ID ve Sınav ID alanları sayfalar arasında ilişki kurar.;;;;;;
Hesaplar;Her gönüllü, eğitmen ve merkez eğitim sorumlusu e-posta ve sentetik şifre ile bir hesaba bağlıdır.;;;;;;
Sınavlar;Katılımcı bazında sınava girme durumu, alınan puan ve geçti/kaldı bilgisi bulunur.;;;;;;
Referans Tarihi;17.07.2026;;;;;;
Yeni Seviyeli Eğitimler;Kentsel Arama Kurtarma, Su Arama Kurtarma ve Doğada Arama Kurtarma eğitimleri Seviye 1-5 olarak eklenmiştir.;;;;;;
Seviye Yapısı;"Her eğitim grubu için 5 seviye vardır; süre ve geçme puanı seviyeye göre artar.";;;;;;
Toplam Yeni Eğitim;15;;;;;;

Gönüllü ID;Ad Soyad;Telefon;Telefon Son Güncelleme;E-posta;Şifre;İl;Bölge;Aldığı Eğitimler;Uzmanlık Alanı;Durum;
SNC-0281;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0005;Aslı Yıldız;Girdi;78;100;60;Geçti;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0282;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0012;Elif Kara;Girdi;81;100;60;Geçti;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0283;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0027;Nazlı Kara;Girdi;51;100;60;Kaldı;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0284;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0064;Hakan Aslan;Girdi;86;100;60;Geçti;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0285;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0055;İrem Çelik;Girdi;75;100;60;Geçti;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0286;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0040;Selin Özdemir;Girdi;38;100;60;Kaldı;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0287;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0019;Melis Öztürk;Girdi;65;100;60;Geçti;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0288;SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi;GNL-0070;Pelin Aksoy;Girdi;98;100;60;Geçti;Adana;Adana AFAD Salonu;29.04.2026 17:00;
SNC-0289;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0076;Elif Şimşek;Girdi;73;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0290;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0048;Mert Polat;Girdi;54;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0291;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;69;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0292;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0046;Barış Yıldız;Girmedi;;100;60;Değerlendirilmedi;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0293;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;38;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0294;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0062;Mehmet Aksoy;Girdi;42;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0295;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0035;Zeynep Polat;Girdi;84;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0296;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0065;Aslı Polat;Girdi;87;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0297;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0002;Mert Yıldız;Girdi;36;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0298;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0004;Umut Doğan;Girdi;44;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0299;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0053;Tolga Kurt;Girdi;79;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0300;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0078;Mert Kara;Girmedi;;100;60;Değerlendirilmedi;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0301;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0067;Emre Öztürk;Girdi;46;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0302;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0070;Pelin Aksoy;Girdi;65;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0303;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0040;Selin Özdemir;Girdi;91;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0304;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0045;Can Aksoy;Girdi;37;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0305;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0042;Elif Çetin;Girdi;89;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0306;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0057;Emre Doğan;Girdi;72;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0307;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0021;Burak Öztürk;Girdi;39;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0308;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0018;Derya Aksoy;Girdi;44;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0309;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0013;Mert Aksoy;Girdi;75;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0310;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0050;Hakan Özdemir;Girdi;40;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0311;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0032;Selin Aslan;Girdi;70;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0312;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0023;İrem Aslan;Girdi;59;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0313;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0036;Ayşe Şimşek;Girdi;40;100;60;Kaldı;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0314;SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi;GNL-0017;Pelin Aydın;Girdi;60;100;60;Geçti;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;
SNC-0315;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;91;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0316;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0010;Hakan Doğan;Girdi;65;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0317;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0067;Emre Öztürk;Girdi;61;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0318;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0053;Tolga Kurt;Girdi;73;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0319;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0046;Barış Yıldız;Girdi;47;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0320;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0072;Emre Özdemir;Girmedi;;100;60;Değerlendirilmedi;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0321;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0048;Mert Polat;Girdi;36;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0322;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0078;Mert Kara;Girdi;62;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0323;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0036;Ayşe Şimşek;Girdi;40;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0324;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0042;Elif Çetin;Girdi;87;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0325;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0070;Pelin Aksoy;Girdi;62;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0326;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0043;Nazlı Doğan;Girdi;66;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0327;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0040;Selin Özdemir;Girdi;39;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0328;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0049;Ece Öztürk;Girdi;81;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0329;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0080;Buse Kaya;Girdi;48;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0330;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0018;Derya Aksoy;Girdi;52;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0331;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0013;Mert Aksoy;Girdi;75;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0332;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0032;Selin Aslan;Girdi;79;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0333;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0050;Hakan Özdemir;Girdi;53;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0334;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0059;Tuğçe Doğan;Girmedi;;100;60;Değerlendirilmedi;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0335;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0027;Nazlı Kara;Girdi;42;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0336;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0062;Mehmet Aksoy;Girdi;90;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0337;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0066;Barış Kaya;Girdi;38;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0338;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0002;Mert Yıldız;Girdi;48;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0339;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0025;Furkan Şahin;Girdi;75;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0340;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0057;Emre Doğan;Girdi;50;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0341;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0033;Ece Özdemir;Girdi;47;100;60;Kaldı;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0342;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0008;Ayşe Aydın;Girdi;99;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0343;SNV-0016;EĞT-0027;Haberleşme Eğitimi;GNL-0001;Tolga Öztürk;Girdi;99;100;60;Geçti;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;
SNC-0344;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;64;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0345;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0027;Nazlı Kara;Girdi;65;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0346;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0064;Hakan Aslan;Girdi;45;100;60;Kaldı;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0347;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0066;Barış Kaya;Girdi;54;100;60;Kaldı;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0348;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0004;Umut Doğan;Girdi;50;100;60;Kaldı;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0349;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0023;İrem Aslan;Girdi;99;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0350;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0047;Umut Şahin;Girdi;100;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0351;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0021;Burak Öztürk;Girdi;81;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0352;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0070;Pelin Aksoy;Girdi;94;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0353;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0025;Furkan Şahin;Girdi;60;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0354;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0062;Mehmet Aksoy;Girmedi;;100;60;Değerlendirilmedi;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0355;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0024;Melis Yılmaz;Girdi;48;100;60;Kaldı;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0356;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0008;Ayşe Aydın;Girdi;85;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0357;SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi;GNL-0033;Ece Özdemir;Girdi;81;100;60;Geçti;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;
SNC-0358;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0026;Pelin Şahin;Girdi;65;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0359;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0071;Hakan Aslan;Girdi;67;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0360;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0031;Hakan Yıldız;Girdi;84;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0361;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0033;Ece Özdemir;Girdi;65;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0362;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0017;Pelin Aydın;Girdi;74;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0363;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0058;Melis Kılıç;Girdi;53;100;56;Kaldı;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0364;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0062;Mehmet Aksoy;Girdi;95;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0365;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0016;Ece Doğan;Girdi;53;100;56;Kaldı;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0366;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0004;Umut Doğan;Girdi;67;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0367;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0028;Hakan Şahin;Girdi;66;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0368;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0046;Barış Yıldız;Girdi;75;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0369;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0047;Umut Şahin;Girdi;50;100;56;Kaldı;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0370;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0023;İrem Aslan;Girdi;99;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0371;SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi;GNL-0021;Burak Öztürk;Girdi;58;100;56;Geçti;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;
SNC-0372;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0002;Mert Yıldız;Girdi;89;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0373;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0078;Mert Kara;Girdi;45;100;57;Kaldı;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0374;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0007;Elif Çelik;Girdi;40;100;57;Kaldı;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0375;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0064;Hakan Aslan;Girdi;71;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0376;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0017;Pelin Aydın;Girmedi;;100;57;Değerlendirilmedi;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0377;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0019;Melis Öztürk;Girdi;43;100;57;Kaldı;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0378;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;71;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0379;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0035;Zeynep Polat;Girdi;76;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0380;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;77;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0381;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0058;Melis Kılıç;Girdi;44;100;57;Kaldı;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0382;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0037;Onur Aslan;Girdi;84;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0383;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0071;Hakan Aslan;Girdi;53;100;57;Kaldı;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0384;SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi;GNL-0015;Furkan Öztürk;Girdi;91;100;57;Geçti;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;
SNC-0385;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0002;Mert Yıldız;Girdi;71;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0386;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0023;İrem Aslan;Girdi;49;100;58;Kaldı;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0387;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0021;Burak Öztürk;Girdi;64;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0388;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0026;Pelin Şahin;Girdi;87;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0389;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0028;Hakan Şahin;Girdi;95;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0390;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0013;Mert Aksoy;Girdi;78;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0391;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0066;Barış Kaya;Girmedi;;100;58;Değerlendirilmedi;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0392;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;41;100;58;Kaldı;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0393;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0008;Ayşe Aydın;Girdi;72;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0394;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0035;Zeynep Polat;Girdi;55;100;58;Kaldı;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0395;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0072;Emre Özdemir;Girdi;84;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0396;SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi;GNL-0019;Melis Öztürk;Girdi;66;100;58;Geçti;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;
SNC-0397;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0080;Buse Kaya;Girdi;72;100;59;Geçti;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0398;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0078;Mert Kara;Girdi;64;100;59;Geçti;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0399;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;77;100;59;Geçti;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0400;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0068;Buse Aydın;Girdi;90;100;59;Geçti;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
